productURL,productImageURL,itemName,productCode,barCode,commodityCode,packSize,rrp,unitPrice,packPrice
https://www.nda-toys.com/product/13788/dc-retro-6in-wv1---batman-66---the-joker-wholesale,https://www.nda-toys.com/images/wholesale/dc-retro-6in-wv1---batman-66---the-joker-wholesale-70767.jpg,DC RETRO 6IN WV1 - BATMAN 66 - THE JOKER,TM15032,0787926150322,9503002190,6,8.99,10.79,64.74
https://www.nda-toys.com/product/13786/dc-retro-6in-wv1---batman-66---batman-wholesale,https://www.nda-toys.com/images/wholesale/dc-retro-6in-wv1---batman-66---batman-wholesale-70757.jpg,DC RETRO 6IN WV1 - BATMAN 66 - BATMAN,TM15031,0787926150315,9503002190,6,8.99,10.79,64.74
https://www.nda-toys.com/product/11079/national-geographic-crystal-garden-wholesale,https://www.nda-toys.com/images/wholesale/national-geographic-crystal-garden-wholesale-55803.jpg,NATIONAL GEOGRAPHIC CRYSTAL GARDEN,JM02766,0816448027666,9602000090,6,0.99,6.00,36.00
https://www.nda-toys.com/product/13627/baby-alive-glo-pixies-gigi-glimmer-wholesale,https://www.nda-toys.com/images/wholesale/baby-alive-glo-pixies-gigi-glimmer-wholesale-69765.jpg,BABY ALIVE GLO PIXIES GIGI GLIMMER,F2594,5010993870981,9503002190,2,5.99,20.80,41.60
https://www.nda-toys.com/product/13739/peppa-pig-snakes-and-ladders-wholesale,https://www.nda-toys.com/images/wholesale/peppa-pig-snakes-and-ladders-wholesale-69517.jpg,PEPPA PIG SNAKES AND LADDERS,F4853,5010993929429,9504908000,6,3.99,7.73,46.38
https://www.nda-toys.com/product/11276/hot-wheels-city-launchers-asst-wholesale,https://www.nda-toys.com/images/wholesale/hot-wheels-city-launchers-asst-wholesale-67901.jpg,HOT WHEELS CITY LAUNCHERS ASST,GVF41,0887961924350,9503007000,8,6.99,4.32,34.56
https://www.nda-toys.com/product/13465/schleich-accessoires-camping-wholesale,https://www.nda-toys.com/images/wholesale/schleich-accessoires-camping-wholesale-70579.jpg,SCHLEICH ACCESSOIRES CAMPING,42537,4059433394428,95030070,4,9.99,4.91,19.64
https://www.nda-toys.com/product/7383/mega-bloks-building-bag-60pc-blue-wholesale,https://www.nda-toys.com/images/wholesale/mega-bloks--building-bag-60pc-classic-wholesale-34009.jpg,MEGA BLOKS BUILDING BAG 60PC BLUE,DCH55,0065541084162,9503003500,6,0.99,6.75,40.50
https://www.nda-toys.com/product/11551/schleich-badger-wholesale,https://www.nda-toys.com/images/wholesale/schleich-badger-wholesale-58779.jpg,SCHLEICH BADGER,14842,4059433238593,9503004990,5,4.99,2.45,12.25
https://www.nda-toys.com/product/10319/hot-wheels-monster-truck-pit-and-launch-play-set-wholesale,https://www.nda-toys.com/images/wholesale/hot-wheels-monster-truck-pit-and-launch-play-set-wholesale-51467.jpg,HOT WHEELS MONSTER TRUCK PIT AND LAUNCH PLAY SET,GKY01,0887961833614,9503007000,2,6.99,10.63,21.26
